class,cap.diameter,cap.shape,cap.surface,cap.color,does.bruise.or.bleed,gill.attachment,gill.spacing,gill.color,stem.height,stem.width,stem.root,stem.surface,stem.color,veil.type,veil.color,has.ring,ring.type,spore.print.color,habitat,season
poisonous,157.9,flat,shiny,red,f,e,,w,188.5,18.13,s,y,w,u,w,t,p,,Woods,Winter
poisonous,173.8,convex,grooves,orange,f,e,,w,192.7,18.81,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,149.1,flat,grooves,orange,f,e,,w,183.8,16.07,s,y,w,u,w,t,p,,Woods,Winter
poisonous,169.8,flat,grooves,orange,f,e,,w,171.6,16.65,s,y,w,u,w,t,p,,Woods,Winter
poisonous,137.3,flat,shiny,orange,f,e,,w,163.8,16.97,s,y,w,u,w,t,p,,Woods,Winter
poisonous,149.9,flat,shiny,orange,f,e,,w,171.9,16.21,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,150.1,convex,grooves,orange,f,e,,w,180.1,17.33,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,158.4,convex,shiny,orange,f,e,,w,185.4,18.47,s,y,w,u,w,t,g,,Woods,Summer
poisonous,166.2,convex,grooves,orange,f,e,,w,185.4,18.01,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,112.9,flat,grooves,orange,f,e,,w,166,16.69,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,139.5,flat,shiny,orange,f,e,,w,170.8,15.9,s,y,w,u,w,t,g,,Woods,Summer
poisonous,142.7,convex,shiny,red,f,e,,w,173.5,16.87,s,y,w,u,w,t,p,,Woods,Summer
poisonous,173.8,flat,shiny,orange,f,e,,w,175.3,18.3,s,y,w,u,w,t,g,,Woods,Summer
poisonous,130.5,convex,grooves,orange,f,e,,w,178.7,17.76,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,144.5,flat,shiny,red,f,e,,w,174.3,17.44,s,y,w,u,w,t,p,,Woods,Summer
poisonous,158.8,flat,shiny,orange,f,e,,w,177.3,19.16,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,152.8,flat,grooves,orange,f,e,,w,179.7,17.87,s,y,w,u,w,t,g,,Woods,Winter
poisonous,146.8,convex,shiny,orange,f,e,,w,161.9,16.4,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,143.9,flat,grooves,red,f,e,,w,169.9,16.08,s,y,w,u,w,t,p,,Woods,Summer
poisonous,161.6,flat,grooves,orange,f,e,,w,179.3,17.41,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,154.7,flat,shiny,red,f,e,,w,175.6,18.38,s,y,w,u,w,t,p,,Woods,Summer
poisonous,140.5,convex,grooves,orange,f,e,,w,168.5,17.07,s,y,w,u,w,t,p,,Woods,Winter
poisonous,150.2,flat,shiny,orange,f,e,,w,166.2,16.6,s,y,w,u,w,t,g,,Woods,Summer
poisonous,171.7,convex,grooves,orange,f,e,,w,185.2,18.04,s,y,w,u,w,t,p,,Woods,Summer
poisonous,150.1,flat,shiny,orange,f,e,,w,176.2,17.39,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,162.2,convex,grooves,orange,f,e,,w,185.6,18.15,s,y,w,u,w,t,p,,Woods,Summer
poisonous,149.4,flat,shiny,red,f,e,,w,166,16.85,s,y,w,u,w,t,g,,Woods,Summer
poisonous,132.2,flat,grooves,orange,f,e,,w,177.2,16.43,s,y,w,u,w,t,p,,Woods,Winter
poisonous,136.6,convex,shiny,orange,f,e,,w,168.1,16.98,s,y,w,u,w,t,g,,Woods,Summer
poisonous,183.1,flat,shiny,orange,f,e,,w,192.9,18.94,s,y,w,u,w,t,p,,Woods,Summer
poisonous,116.8,flat,grooves,orange,f,e,,w,173.1,16.62,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,134.5,flat,grooves,orange,f,e,,w,158.4,16.16,s,y,w,u,w,t,g,,Woods,Winter
poisonous,144.2,convex,shiny,red,f,e,,w,170.3,16.57,s,y,w,u,w,t,g,,Woods,Winter
poisonous,156,flat,grooves,red,f,e,,w,180.6,18.83,s,y,w,u,w,t,p,,Woods,Summer
poisonous,105.8,convex,shiny,orange,f,e,,w,163.3,15.53,s,y,w,u,w,t,g,,Woods,Winter
poisonous,175.8,convex,shiny,red,f,e,,w,193.5,19.66,s,y,w,u,w,t,g,,Woods,Winter
poisonous,156,convex,shiny,orange,f,e,,w,178.3,16.89,s,y,w,u,w,t,p,,Woods,Winter
poisonous,166.8,convex,shiny,red,f,e,,w,171.9,17.11,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,156.6,flat,shiny,orange,f,e,,w,182.4,18.33,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,121.8,flat,shiny,orange,f,e,,w,165.6,16.18,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,157.1,flat,grooves,red,f,e,,w,180.2,17.98,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,147.3,convex,shiny,red,f,e,,w,169.5,17.14,s,y,w,u,w,t,g,,Woods,Winter
poisonous,124.2,flat,shiny,red,f,e,,w,180.1,17.71,s,y,w,u,w,t,p,,Woods,Summer
poisonous,186.8,convex,shiny,orange,f,e,,w,186.3,19.09,s,y,w,u,w,t,p,,Woods,Summer
poisonous,168.2,flat,shiny,orange,f,e,,w,177.8,18.03,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,153.5,flat,shiny,red,f,e,,w,172.7,17.54,s,y,w,u,w,t,p,,Woods,Winter
poisonous,143.4,flat,shiny,orange,f,e,,w,160.2,15.99,s,y,w,u,w,t,p,,Woods,Winter
poisonous,139.9,convex,grooves,red,f,e,,w,154.2,15.85,s,y,w,u,w,t,g,,Woods,Summer
poisonous,164.6,flat,grooves,orange,f,e,,w,172.9,16.9,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,157.2,flat,grooves,red,f,e,,w,178.8,16.98,s,y,w,u,w,t,p,,Woods,Summer
poisonous,157.3,convex,shiny,orange,f,e,,w,186,17.93,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,148.1,convex,shiny,red,f,e,,w,185.2,18.29,s,y,w,u,w,t,p,,Woods,Winter
poisonous,165.1,convex,grooves,red,f,e,,w,178.6,17.96,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,140.5,convex,grooves,red,f,e,,w,178.8,17.45,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,132.3,flat,grooves,red,f,e,,w,164.1,16.39,s,y,w,u,w,t,p,,Woods,Summer
poisonous,136.8,convex,shiny,red,f,e,,w,181.5,18.21,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,154.2,flat,shiny,red,f,e,,w,180.8,17.78,s,y,w,u,w,t,p,,Woods,Winter
poisonous,153.7,flat,shiny,orange,f,e,,w,170.1,17.29,s,y,w,u,w,t,g,,Woods,Summer
poisonous,173.1,convex,grooves,red,f,e,,w,169.4,18.47,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,148.4,flat,shiny,orange,f,e,,w,167.9,18,s,y,w,u,w,t,g,,Woods,Winter
poisonous,139.5,flat,grooves,orange,f,e,,w,171.1,16.94,s,y,w,u,w,t,g,,Woods,Winter
poisonous,134.3,flat,grooves,red,f,e,,w,168.8,17.61,s,y,w,u,w,t,g,,Woods,Summer
poisonous,163.9,convex,grooves,red,f,e,,w,189.4,18.58,s,y,w,u,w,t,g,,Woods,Summer
poisonous,117,convex,shiny,orange,f,e,,w,160.1,16.33,s,y,w,u,w,t,g,,Woods,Summer
poisonous,126,convex,grooves,orange,f,e,,w,178.1,15.5,s,y,w,u,w,t,p,,Woods,Winter
poisonous,161.6,flat,grooves,orange,f,e,,w,167.3,16.79,s,y,w,u,w,t,p,,Woods,Summer
poisonous,126.7,convex,grooves,orange,f,e,,w,156.8,15.29,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,155.2,convex,grooves,orange,f,e,,w,169.5,17.44,s,y,w,u,w,t,g,,Woods,Summer
poisonous,152.6,convex,grooves,orange,f,e,,w,189.9,18.03,s,y,w,u,w,t,p,,Woods,Winter
poisonous,162,convex,grooves,red,f,e,,w,173.9,17.53,s,y,w,u,w,t,p,,Woods,Summer
poisonous,168.2,flat,shiny,red,f,e,,w,178.1,16.9,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,152.7,flat,shiny,red,f,e,,w,171.7,16.97,s,y,w,u,w,t,p,,Woods,Summer
poisonous,121,flat,grooves,orange,f,e,,w,162.5,17.06,s,y,w,u,w,t,g,,Woods,Winter
poisonous,142.8,convex,grooves,red,f,e,,w,177.7,17.12,s,y,w,u,w,t,p,,Woods,Summer
poisonous,150.3,flat,grooves,orange,f,e,,w,167.1,16.74,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,181,convex,grooves,red,f,e,,w,183.5,18.7,s,y,w,u,w,t,g,,Woods,Winter
poisonous,166.9,flat,grooves,orange,f,e,,w,170,17.45,s,y,w,u,w,t,p,,Woods,Winter
poisonous,113,convex,shiny,orange,f,e,,w,156.9,16.34,s,y,w,u,w,t,g,,Woods,Summer
poisonous,146.6,flat,grooves,red,f,e,,w,167.3,15.27,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,139.9,flat,shiny,red,f,e,,w,167.1,16.23,s,y,w,u,w,t,p,,Woods,Summer
poisonous,136.2,flat,shiny,red,f,e,,w,176,17.3,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,144.9,flat,grooves,red,f,e,,w,167.7,17.22,s,y,w,u,w,t,g,,Woods,Winter
poisonous,141.6,convex,grooves,red,f,e,,w,164.4,17.34,s,y,w,u,w,t,g,,Woods,Winter
poisonous,188.9,convex,grooves,orange,f,e,,w,182.3,17.94,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,130.3,convex,shiny,orange,f,e,,w,167.2,16.85,s,y,w,u,w,t,p,,Woods,Summer
poisonous,128,convex,grooves,red,f,e,,w,164.8,16.24,s,y,w,u,w,t,g,,Woods,Summer
poisonous,137,convex,grooves,red,f,e,,w,178.4,17.91,s,y,w,u,w,t,g,,Woods,Summer
poisonous,144.2,convex,shiny,orange,f,e,,w,182,18.06,s,y,w,u,w,t,g,,Woods,Summer
poisonous,144.5,convex,grooves,orange,f,e,,w,174.4,17.25,s,y,w,u,w,t,g,,Woods,Summer
poisonous,161.1,flat,grooves,red,f,e,,w,179.5,18.61,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,156.1,convex,grooves,red,f,e,,w,176.2,17.79,s,y,w,u,w,t,g,,Woods,Winter
poisonous,149.3,convex,shiny,orange,f,e,,w,177.1,18.23,s,y,w,u,w,t,g,,Woods,Winter
poisonous,155.8,flat,grooves,red,f,e,,w,181.4,17.96,s,y,w,u,w,t,g,,Woods,Summer
poisonous,159.8,convex,shiny,red,f,e,,w,180.8,18.66,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,156.2,flat,shiny,orange,f,e,,w,184.8,17.75,s,y,w,u,w,t,p,,Woods,Summer
poisonous,167.9,convex,grooves,red,f,e,,w,179.8,16.76,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,136,flat,shiny,orange,f,e,,w,163.2,16.09,s,y,w,u,w,t,g,,Woods,Summer
poisonous,153,flat,shiny,red,f,e,,w,190.2,18.84,s,y,w,u,w,t,g,,Woods,Winter
poisonous,160.8,flat,grooves,orange,f,e,,w,173.3,18.09,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,134.3,convex,shiny,red,f,e,,w,171,17.25,s,y,w,u,w,t,p,,Woods,Winter
poisonous,162.4,convex,shiny,orange,f,e,,w,174.5,17.78,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,167.8,flat,shiny,orange,f,e,,w,178.1,17.92,s,y,w,u,w,t,g,,Woods,Summer
poisonous,162.6,flat,shiny,orange,f,e,,w,173.1,17.3,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,125.9,convex,shiny,red,f,e,,w,154.7,15.77,s,y,w,u,w,t,p,,Woods,Winter
poisonous,166.8,convex,shiny,red,f,e,,w,190.1,17.55,s,y,w,u,w,t,p,,Woods,Autumn
poisonous,148.9,flat,shiny,orange,f,e,,w,185.7,17.73,s,y,w,u,w,t,g,,Woods,Autumn
poisonous,147.2,convex,grooves,orange,f,e,,w,176.6,18.03,s,y,w,u,w,t,g,,Woods,Winter
poisonous,135.9,convex,shiny,orange,f,e,,w,175.7,18.17,s,y,w,u,w,t,g,,Woods,Winter
poisonous,160.7,convex,grooves,orange,f,e,,w,172.3,17.76,s,y,w,u,w,t,p,,Woods,Summer
poisonous,68.7,convex,grooves,brown,f,e,,w,68.8,13.64,,y,w,u,w,t,p,,Woods,Autumn
poisonous,85.9,spherical,grooves,brown,f,e,,w,91.5,17.34,,y,w,u,w,t,p,,Woods,Autumn
poisonous,59.5,spherical,grooves,brown,f,e,,w,75.4,12.73,,y,w,u,w,t,p,,Woods,Summer
poisonous,65.1,convex,grooves,brown,f,e,,w,68,12.92,,y,w,u,w,t,p,,Woods,Autumn
poisonous,76.6,convex,grooves,brown,f,e,,w,85.5,14.98,,y,w,u,w,t,p,,Woods,Autumn
poisonous,64,convex,grooves,brown,f,e,,w,76.8,14.68,,y,w,u,w,t,p,,Woods,Summer
poisonous,70.6,spherical,grooves,brown,f,e,,w,72.6,12.03,,y,w,u,w,t,p,,Woods,Summer
poisonous,63.2,convex,grooves,brown,f,e,,w,76.6,15.84,,y,w,u,w,t,p,,Woods,Autumn
poisonous,88,convex,grooves,brown,f,e,,w,84.4,16.56,,y,w,u,w,t,p,,Woods,Summer
poisonous,75,spherical,grooves,brown,f,e,,w,63.7,11.75,,y,w,u,w,t,p,,Woods,Summer
poisonous,64.4,spherical,grooves,brown,f,e,,w,76.1,13.59,,y,w,u,w,t,p,,Woods,Summer
poisonous,66.4,spherical,grooves,brown,f,e,,w,71.4,12.48,,y,w,u,w,t,p,,Woods,Autumn
poisonous,69.3,convex,grooves,brown,f,e,,w,79.9,14.23,,y,w,u,w,t,p,,Woods,Summer
poisonous,82.3,convex,grooves,brown,f,e,,w,82,15.67,,y,w,u,w,t,p,,Woods,Autumn
poisonous,73.7,convex,grooves,brown,f,e,,w,78,13.6,,y,w,u,w,t,p,,Woods,Autumn
poisonous,84.9,spherical,grooves,brown,f,e,,w,83.5,15.7,,y,w,u,w,t,p,,Woods,Summer
poisonous,70.5,convex,grooves,brown,f,e,,w,86.3,16.79,,y,w,u,w,t,p,,Woods,Autumn
poisonous,59.2,convex,grooves,brown,f,e,,w,74.7,12.44,,y,w,u,w,t,p,,Woods,Summer
poisonous,89.1,convex,grooves,brown,f,e,,w,91.1,16.66,,y,w,u,w,t,p,,Woods,Summer
poisonous,87.1,convex,grooves,brown,f,e,,w,88,16.46,,y,w,u,w,t,p,,Woods,Summer
poisonous,87.9,convex,grooves,brown,f,e,,w,87.1,16.44,,y,w,u,w,t,p,,Woods,Summer
poisonous,70.9,spherical,grooves,brown,f,e,,w,79.7,11.93,,y,w,u,w,t,p,,Woods,Autumn
poisonous,80.8,convex,grooves,brown,f,e,,w,82.2,16.67,,y,w,u,w,t,p,,Woods,Summer
poisonous,76.3,convex,grooves,brown,f,e,,w,79.7,13.44,,y,w,u,w,t,p,,Woods,Summer
poisonous,63.9,convex,grooves,brown,f,e,,w,80.3,13.86,,y,w,u,w,t,p,,Woods,Summer
poisonous,68.6,convex,grooves,brown,f,e,,w,80.4,16.3,,y,w,u,w,t,p,,Woods,Summer
poisonous,88.5,spherical,grooves,brown,f,e,,w,85.8,15.18,,y,w,u,w,t,p,,Woods,Autumn
poisonous,77.3,spherical,grooves,brown,f,e,,w,90.9,16.3,,y,w,u,w,t,p,,Woods,Autumn
poisonous,58.4,convex,grooves,brown,f,e,,w,81.4,14.47,,y,w,u,w,t,p,,Woods,Summer
poisonous,65,spherical,grooves,brown,f,e,,w,84.6,16.14,,y,w,u,w,t,p,,Woods,Autumn
poisonous,65.8,convex,grooves,brown,f,e,,w,78.2,14.05,,y,w,u,w,t,p,,Woods,Summer
poisonous,72,convex,grooves,brown,f,e,,w,76.9,15.52,,y,w,u,w,t,p,,Woods,Autumn
poisonous,55.5,convex,grooves,brown,f,e,,w,71.9,12.25,,y,w,u,w,t,p,,Woods,Autumn
poisonous,66.3,convex,grooves,brown,f,e,,w,79.5,15.63,,y,w,u,w,t,p,,Woods,Autumn
poisonous,68.3,convex,grooves,brown,f,e,,w,78,16.88,,y,w,u,w,t,p,,Woods,Summer
poisonous,63,spherical,grooves,brown,f,e,,w,78.6,13.85,,y,w,u,w,t,p,,Woods,Autumn
poisonous,88.2,convex,grooves,brown,f,e,,w,78.4,13.76,,y,w,u,w,t,p,,Woods,Summer
poisonous,73.3,convex,grooves,brown,f,e,,w,82.9,14.74,,y,w,u,w,t,p,,Woods,Summer
poisonous,85,convex,grooves,brown,f,e,,w,66.9,13.83,,y,w,u,w,t,p,,Woods,Autumn
poisonous,80.7,convex,grooves,brown,f,e,,w,79.8,15.37,,y,w,u,w,t,p,,Woods,Summer
poisonous,68.5,convex,grooves,brown,f,e,,w,78.3,13.03,,y,w,u,w,t,p,,Woods,Summer
poisonous,74.4,spherical,grooves,brown,f,e,,w,85.8,15.59,,y,w,u,w,t,p,,Woods,Autumn
poisonous,71.9,convex,grooves,brown,f,e,,w,72.4,17.2,,y,w,u,w,t,p,,Woods,Autumn
poisonous,70.7,convex,grooves,brown,f,e,,w,88.2,18.08,,y,w,u,w,t,p,,Woods,Autumn
poisonous,78.1,convex,grooves,brown,f,e,,w,81.2,14.57,,y,w,u,w,t,p,,Woods,Autumn
poisonous,60.8,convex,grooves,brown,f,e,,w,77.1,14.72,,y,w,u,w,t,p,,Woods,Autumn
poisonous,80.1,convex,grooves,brown,f,e,,w,88.1,14.45,,y,w,u,w,t,p,,Woods,Autumn
poisonous,75,spherical,grooves,brown,f,e,,w,88.8,15.87,,y,w,u,w,t,p,,Woods,Summer
poisonous,84.7,convex,grooves,brown,f,e,,w,93,16.31,,y,w,u,w,t,p,,Woods,Summer
poisonous,63.6,convex,grooves,brown,f,e,,w,60.1,12.19,,y,w,u,w,t,p,,Woods,Autumn
poisonous,75.3,spherical,grooves,brown,f,e,,w,83,15.86,,y,w,u,w,t,p,,Woods,Summer
poisonous,76.2,spherical,grooves,brown,f,e,,w,81.9,15.52,,y,w,u,w,t,p,,Woods,Summer
poisonous,61.8,spherical,grooves,brown,f,e,,w,79.8,14.28,,y,w,u,w,t,p,,Woods,Summer
poisonous,66.7,spherical,grooves,brown,f,e,,w,91,15.35,,y,w,u,w,t,p,,Woods,Autumn
poisonous,56.1,convex,grooves,brown,f,e,,w,72.3,10.48,,y,w,u,w,t,p,,Woods,Autumn
poisonous,80.8,convex,grooves,brown,f,e,,w,78.7,14.49,,y,w,u,w,t,p,,Woods,Autumn
poisonous,63.7,spherical,grooves,brown,f,e,,w,86.5,16.68,,y,w,u,w,t,p,,Woods,Summer
poisonous,62.5,spherical,grooves,brown,f,e,,w,69.9,14.21,,y,w,u,w,t,p,,Woods,Summer
poisonous,68,convex,grooves,brown,f,e,,w,72.4,12.94,,y,w,u,w,t,p,,Woods,Autumn
poisonous,67.1,convex,grooves,brown,f,e,,w,70.9,14.96,,y,w,u,w,t,p,,Woods,Autumn
poisonous,83.8,convex,grooves,brown,f,e,,w,81.6,15.38,,y,w,u,w,t,p,,Woods,Autumn
poisonous,65.2,convex,grooves,brown,f,e,,w,72.9,12.43,,y,w,u,w,t,p,,Woods,Summer
poisonous,57.3,spherical,grooves,brown,f,e,,w,68.3,14.08,,y,w,u,w,t,p,,Woods,Autumn
poisonous,80.3,convex,grooves,brown,f,e,,w,78.2,13.89,,y,w,u,w,t,p,,Woods,Summer
poisonous,82.5,convex,grooves,brown,f,e,,w,70.5,14.58,,y,w,u,w,t,p,,Woods,Autumn
poisonous,90,spherical,grooves,brown,f,e,,w,87.9,16.28,,y,w,u,w,t,p,,Woods,Summer
poisonous,79.7,spherical,grooves,brown,f,e,,w,80,13.26,,y,w,u,w,t,p,,Woods,Summer
poisonous,74.5,convex,grooves,brown,f,e,,w,85.6,14.67,,y,w,u,w,t,p,,Woods,Summer
poisonous,62.7,spherical,grooves,brown,f,e,,w,81.8,13.41,,y,w,u,w,t,p,,Woods,Autumn
poisonous,73.8,spherical,grooves,brown,f,e,,w,83.3,12.98,,y,w,u,w,t,p,,Woods,Autumn
poisonous,70.2,spherical,grooves,brown,f,e,,w,77.5,15.3,,y,w,u,w,t,p,,Woods,Autumn
poisonous,69,spherical,grooves,brown,f,e,,w,74.6,13.54,,y,w,u,w,t,p,,Woods,Summer
poisonous,72.2,spherical,grooves,brown,f,e,,w,80.1,15.3,,y,w,u,w,t,p,,Woods,Autumn
poisonous,76.7,convex,grooves,brown,f,e,,w,78.5,13.84,,y,w,u,w,t,p,,Woods,Autumn
poisonous,78.3,convex,grooves,brown,f,e,,w,79.2,16.02,,y,w,u,w,t,p,,Woods,Summer
poisonous,61.1,convex,grooves,brown,f,e,,w,75.3,14.06,,y,w,u,w,t,p,,Woods,Autumn
poisonous,78.1,spherical,grooves,brown,f,e,,w,78,14.7,,y,w,u,w,t,p,,Woods,Summer
poisonous,65.9,convex,grooves,brown,f,e,,w,82.8,15.21,,y,w,u,w,t,p,,Woods,Summer
poisonous,65.9,convex,grooves,brown,f,e,,w,85.8,12.09,,y,w,u,w,t,p,,Woods,Summer
poisonous,86.6,spherical,grooves,brown,f,e,,w,88.7,16.85,,y,w,u,w,t,p,,Woods,Summer
poisonous,79,convex,grooves,brown,f,e,,w,85.7,18.02,,y,w,u,w,t,p,,Woods,Summer
poisonous,66.9,convex,grooves,brown,f,e,,w,74,14.25,,y,w,u,w,t,p,,Woods,Summer
poisonous,75.8,convex,grooves,brown,f,e,,w,88.9,15.76,,y,w,u,w,t,p,,Woods,Autumn
poisonous,72.2,spherical,grooves,brown,f,e,,w,84.1,15.87,,y,w,u,w,t,p,,Woods,Summer
poisonous,73.7,convex,grooves,brown,f,e,,w,72.2,14.66,,y,w,u,w,t,p,,Woods,Summer
poisonous,77.6,convex,grooves,brown,f,e,,w,73.7,13.72,,y,w,u,w,t,p,,Woods,Autumn
poisonous,68.4,spherical,grooves,brown,f,e,,w,77.1,15.62,,y,w,u,w,t,p,,Woods,Autumn
poisonous,77,spherical,grooves,brown,f,e,,w,96,18,,y,w,u,w,t,p,,Woods,Autumn
poisonous,91.4,spherical,grooves,brown,f,e,,w,91.3,18.81,,y,w,u,w,t,p,,Woods,Summer
poisonous,79.4,spherical,grooves,brown,f,e,,w,92.4,15.9,,y,w,u,w,t,p,,Woods,Autumn
poisonous,63.7,convex,grooves,brown,f,e,,w,73.8,13.26,,y,w,u,w,t,p,,Woods,Summer
poisonous,72.5,convex,grooves,brown,f,e,,w,85.4,15.42,,y,w,u,w,t,p,,Woods,Autumn
poisonous,82.8,spherical,grooves,brown,f,e,,w,80.3,13.89,,y,w,u,w,t,p,,Woods,Autumn
poisonous,71.8,convex,grooves,brown,f,e,,w,75.4,15.97,,y,w,u,w,t,p,,Woods,Summer
poisonous,55,spherical,grooves,brown,f,e,,w,62.8,10.99,,y,w,u,w,t,p,,Woods,Autumn
poisonous,70,spherical,grooves,brown,f,e,,w,72.2,12.09,,y,w,u,w,t,p,,Woods,Summer
poisonous,64,convex,grooves,brown,f,e,,w,72.7,14.66,,y,w,u,w,t,p,,Woods,Autumn
poisonous,85.4,spherical,grooves,brown,f,e,,w,73.4,12.73,,y,w,u,w,t,p,,Woods,Summer
poisonous,81.8,spherical,grooves,brown,f,e,,w,81.9,14.26,,y,w,u,w,t,p,,Woods,Summer
poisonous,84.1,spherical,grooves,brown,f,e,,w,83.5,15.84,,y,w,u,w,t,p,,Woods,Summer
poisonous,74.3,convex,grooves,brown,f,e,,w,82.5,14.89,,y,w,u,w,t,p,,Woods,Autumn
poisonous,75.9,spherical,grooves,brown,f,e,,w,78.6,12.64,,y,w,u,w,t,p,,Woods,Autumn
poisonous,75.2,spherical,grooves,brown,f,e,,w,86.3,18.21,,y,w,u,w,t,p,,Woods,Autumn
poisonous,81,spherical,grooves,brown,f,e,,w,80.7,13.67,,y,w,u,w,t,p,,Woods,Summer
poisonous,68.7,convex,grooves,brown,f,e,,w,73.1,14.17,,y,w,u,w,t,p,,Woods,Autumn
poisonous,69.1,convex,grooves,brown,f,e,,w,81.6,16.1,,y,w,u,w,t,p,,Woods,Summer
poisonous,80,convex,grooves,brown,f,e,,w,75.8,15.87,,y,w,u,w,t,p,,Woods,Autumn
poisonous,84.8,spherical,grooves,brown,f,e,,w,87.5,16.35,,y,w,u,w,t,p,,Woods,Summer
poisonous,74.7,spherical,grooves,brown,f,e,,w,91,15.54,,y,w,u,w,t,p,,Woods,Autumn
poisonous,77.2,spherical,grooves,brown,f,e,,w,89.8,17.12,,y,w,u,w,t,p,,Woods,Summer
poisonous,62.9,spherical,grooves,brown,f,e,,w,75.6,13.69,,y,w,u,w,t,p,,Woods,Summer
poisonous,72.4,convex,grooves,brown,f,e,,w,85.6,14.83,,y,w,u,w,t,p,,Woods,Summer
poisonous,82,spherical,grooves,brown,f,e,,w,85,16.31,,y,w,u,w,t,p,,Woods,Autumn
poisonous,85.9,spherical,grooves,brown,f,e,,w,75.3,16.05,,y,w,u,w,t,p,,Woods,Autumn
poisonous,74.3,spherical,grooves,brown,f,e,,w,83.6,16.23,,y,w,u,w,t,p,,Woods,Summer
poisonous,78.6,convex,grooves,brown,f,e,,w,74,13.4,,y,w,u,w,t,p,,Woods,Summer
poisonous,98.9,convex,grooves,brown,f,e,,w,100.9,20.18,,y,w,u,w,t,p,,Woods,Summer
poisonous,86.1,spherical,grooves,brown,f,e,,w,84.5,15.72,,y,w,u,w,t,p,,Woods,Summer
poisonous,71.7,convex,grooves,brown,f,e,,w,74,15.23,,y,w,u,w,t,p,,Woods,Summer
poisonous,70.8,convex,grooves,brown,f,e,,w,78.4,14.57,,y,w,u,w,t,p,,Woods,Summer
poisonous,65.7,convex,grooves,brown,f,e,,w,78.4,13.75,,y,w,u,w,t,p,,Woods,Autumn
poisonous,77,convex,grooves,brown,f,e,,w,76.5,14.9,,y,w,u,w,t,p,,Woods,Summer
poisonous,72.1,convex,grooves,brown,f,e,,w,81.2,14.11,,y,w,u,w,t,p,,Woods,Autumn
poisonous,78.3,spherical,grooves,brown,f,e,,w,88.4,15.88,,y,w,u,w,t,p,,Woods,Summer
poisonous,75.3,convex,grooves,brown,f,e,,w,77.9,16.13,,y,w,u,w,t,p,,Woods,Autumn
poisonous,79.3,spherical,grooves,brown,f,e,,w,77.8,14.43,,y,w,u,w,t,p,,Woods,Summer
poisonous,79.3,convex,grooves,brown,f,e,,w,75.8,14.61,,y,w,u,w,t,p,,Woods,Autumn
poisonous,87,convex,grooves,brown,f,e,,w,86.2,16.83,,y,w,u,w,t,p,,Woods,Summer
poisonous,70.9,spherical,grooves,brown,f,e,,w,77.1,12.91,,y,w,u,w,t,p,,Woods,Summer
poisonous,83.5,convex,grooves,brown,f,e,,w,87.9,18.48,,y,w,u,w,t,p,,Woods,Summer
poisonous,61.5,convex,grooves,brown,f,e,,w,74.5,13.62,,y,w,u,w,t,p,,Woods,Autumn
poisonous,60.6,spherical,grooves,brown,f,e,,w,69.9,11.9,,y,w,u,w,t,p,,Woods,Autumn
poisonous,76.9,spherical,grooves,brown,f,e,,w,86.5,15.55,,y,w,u,w,t,p,,Woods,Summer
poisonous,69.2,convex,grooves,brown,f,e,,w,91.8,18.11,,y,w,u,w,t,p,,Woods,Autumn
poisonous,76.7,convex,grooves,brown,f,e,,w,73,14.32,,y,w,u,w,t,p,,Woods,Autumn
poisonous,67.9,spherical,grooves,brown,f,e,,w,74.7,13.65,,y,w,u,w,t,p,,Woods,Summer
poisonous,68.3,convex,grooves,brown,f,e,,w,88.7,16.22,,y,w,u,w,t,p,,Woods,Summer
